entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,posted_at,credit_type,description,notes,payment_id,settlement_utr,order_id,order_receipt,method,card_network,card_issuer,card_type,dispute_id
STL-6YIRQTXM,payment,0,1924791,1971314,INR,46523,7097,False,True,1737274080,1737538200,SB-2-20250122,,default,,,,UTR8FTDWUX9G,order_yHaqZKHyoxXvG3,ORD-2-0000,card,,,credit,
STL-LOYKX4JQ,payment,0,4838786,4840202,INR,1416,216,False,True,1737097020,1737458940,SB-2-20250121,,default,,,,UTRVYGPTTBEW,order_VyhcGMAXPteZcH,ORD-2-0001,netbanking,,,,
rfnd_Mm08vj7V2jG6Ct,refund,641833,0,641833,INR,0,0,False,True,1737458940,1737458940,SB-2-20250121,,default,Partial refund,,STL-LOYKX4JQ,UTRVYGPTTBEW,order_VyhcGMAXPteZcH,ORD-2-0001,netbanking,,,,
STL-HLP66OFU,payment,0,1039951,1065087,INR,25136,3834,False,True,1737100560,1737452160,SB-2-20250121,,default,,,,UTRVYGPTTBEW,order_ECqVvtwziRM3XF,ORD-2-0002,card,,,credit,
STL-CR1WO49X,payment,0,4121834,4166078,INR,44244,6749,False,True,1737119160,1737438600,SB-2-20250121,,default,,,,UTRVYGPTTBEW,order_FbDZLL0zVzv1Qt,ORD-2-0003,card,,,debit,
STL-Q37AR8VP,payment,0,2589441,2617236,INR,27795,4240,False,True,1737304440,1737537660,SB-2-20250122,,default,,,,UTR8FTDWUX9G,order_pba4MUKUP8AgdB,ORD-2-0004,card,,,debit,
STL-5T4Y8R7R,payment,0,3855840,3949041,INR,93198,14217,False,True,1737132720,1737466860,SB-2-20250121,,default,,,,UTRVYGPTTBEW,order_9LroM5Bnoo4BKL,ORD-2-0005,card,,,credit,
STL-6TMD4Z16,payment,0,3134937,3210710,INR,75773,11559,False,True,1737270000,1737538020,SB-2-20250122,,default,,,,UTR8FTDWUX9G,order_fKleuOMTBwoQU8,ORD-2-0006,card,,,credit,
STL-7QVE3RX9,payment,0,1047434,1072751,INR,25317,3862,False,True,1736872740,1737027000,SB-2-20250116,,default,,,,UTRCCURSJDJW,order_6rN5dpmD4tP6j6,ORD-2-0007,card,,,credit,
STL-1PYPE6P6,payment,0,2935602,3006557,INR,70955,10824,False,True,1737095280,1737453900,SB-2-20250121,,default,,,,UTRVYGPTTBEW,order_Wtol1QV3bJvj9G,ORD-2-0009,card,,,credit,
STL-ONV1D7D4,payment,0,3960909,3960909,INR,0,0,False,True,1737278940,1737433320,SB-2-20250121,,default,,,,UTRVYGPTTBEW,order_j05IOvnrLDkCNj,ORD-2-0010,upi,,,,
STL-N2R7NZAG,payment,0,4899169,4951757,INR,52588,8022,False,True,1737115680,1737462720,SB-2-20250121,,default,,,,UTRVYGPTTBEW,order_1sujKcyCeJF376,ORD-2-0011,card,,,debit,
